Rate	100.00
Rate Tried	% Accepted	Rates - Dev	Rates - Tried	Rates - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
1000	0.330000	3.517826	1000	0.330000	0.330000	0.313174	
1000	0.273000	3.517826	1000	0.273000	0.273000	0.313083	
1000	0.325000	3.517826	1000	0.325000	0.325000	0.313110	
1000	0.307000	3.517826	1000	0.307000	0.307000	0.313096	
1000	0.304000	3.517826	1000	0.304000	0.304000	0.313076	
1000	0.320000	3.517826	1000	0.320000	0.320000	0.313091	
1000	0.321000	3.517826	1000	0.321000	0.321000	0.313109	
1000	0.339000	3.517826	1000	0.339000	0.339000	0.313167	
1000	0.305000	3.517826	1000	0.305000	0.305000	0.313149	
1000	0.310000	3.517826	1000	0.310000	0.310000	0.313142	
1000	0.303000	3.517826	1000	0.303000	0.303000	0.313119	
1000	0.297000	3.517826	1000	0.297000	0.297000	0.313083	
1000	0.317000	3.517826	1000	0.317000	0.317000	0.313092	
1000	0.324000	3.517826	1000	0.324000	0.324000	0.313116	
1000	0.309000	3.517826	1000	0.309000	0.309000	0.313107	
1000	0.317000	3.517826	1000	0.317000	0.317000	0.313116	
1000	0.344000	3.517826	1000	0.344000	0.344000	0.313183	
1000	0.313000	3.517826	1000	0.313000	0.313000	0.313183	
1000	0.363000	3.517826	1000	0.363000	0.363000	0.313291	
1000	0.271000	3.517826	1000	0.271000	0.271000	0.313199	
1000	0.343000	3.517826	1000	0.343000	0.343000	0.313264	
1000	0.333000	3.517826	1000	0.333000	0.333000	0.313307	
1000	0.321000	3.517826	1000	0.321000	0.321000	0.313323	
1000	0.353000	3.517826	1000	0.353000	0.353000	0.313409	
1000	0.311000	3.517826	1000	0.311000	0.311000	0.313404	
1000	0.287000	3.517826	1000	0.287000	0.287000	0.313347	
1000	0.294000	3.517826	1000	0.294000	0.294000	0.313306	
1000	0.303000	3.517826	1000	0.303000	0.303000	0.313284	
1000	0.308000	3.517826	1000	0.308000	0.308000	0.313272	
1000	0.291000	3.517826	1000	0.291000	0.291000	0.313225	
1000	0.323000	3.517826	1000	0.323000	0.323000	0.313246	
1000	0.287000	3.517826	1000	0.287000	0.287000	0.313190	
1000	0.317000	3.517826	1000	0.317000	0.317000	0.313198	
1000	0.344000	3.517826	1000	0.344000	0.344000	0.313263	
1000	0.316000	3.517826	1000	0.316000	0.316000	0.313269	
1000	0.342000	3.517826	1000	0.342000	0.342000	0.313329	
1000	0.285000	3.517826	1000	0.285000	0.285000	0.313270	
1000	0.323000	3.517826	1000	0.323000	0.323000	0.313290	
1000	0.308000	3.517826	1000	0.308000	0.308000	0.313279	
1000	0.327000	3.517826	1000	0.327000	0.327000	0.313308	
1000	0.355000	3.517826	1000	0.355000	0.355000	0.313394	
1000	0.343000	3.517826	1000	0.343000	0.343000	0.313456	
1000	0.329000	3.517826	1000	0.329000	0.329000	0.313488	
1000	0.316000	3.517826	1000	0.316000	0.316000	0.313493	
1000	0.342000	3.517826	1000	0.342000	0.342000	0.313552	
1000	0.314000	3.517826	1000	0.314000	0.314000	0.313553	
1000	0.314000	3.517826	1000	0.314000	0.314000	0.313554	
1000	0.325000	3.517826	1000	0.325000	0.325000	0.313577	
1000	0.300000	3.517826	1000	0.300000	0.300000	0.313549	
1000	0.334000	3.517826	1000	0.334000	0.334000	0.313591	
1000	0.286000	3.517826	1000	0.286000	0.286000	0.313535	
1000	0.289000	3.517826	1000	0.289000	0.289000	0.313485	
1000	0.324000	3.517826	1000	0.324000	0.324000	0.313506	
1000	0.312000	3.517826	1000	0.312000	0.312000	0.313503	
1000	0.310000	3.517826	1000	0.310000	0.310000	0.313496	
1000	0.305000	3.517826	1000	0.305000	0.305000	0.313479	
1000	0.367000	3.517826	1000	0.367000	0.367000	0.313587	
1000	0.315000	3.517826	1000	0.315000	0.315000	0.313590	
1000	0.329000	3.517826	1000	0.329000	0.329000	0.313621	
1000	0.361000	3.517826	1000	0.361000	0.361000	0.313715	
1000	0.309000	3.517826	1000	0.309000	0.309000	0.313706	
1000	0.302000	3.517826	1000	0.302000	0.302000	0.313683	
1000	0.299000	3.517826	1000	0.299000	0.299000	0.313653	
1000	0.346000	3.517826	1000	0.346000	0.346000	0.313718	
1000	0.311000	3.517826	1000	0.311000	0.311000	0.313712	
1000	0.324000	3.517826	1000	0.324000	0.324000	0.313733	
1000	0.316000	3.517826	1000	0.316000	0.316000	0.313737	
1000	0.286000	3.517826	1000	0.286000	0.286000	0.313682	
1000	0.311000	3.517826	1000	0.311000	0.311000	0.313677	
1000	0.315000	3.517826	1000	0.315000	0.315000	0.313680	
1000	0.326000	3.517826	1000	0.326000	0.326000	0.313704	
1000	0.270000	3.517826	1000	0.270000	0.270000	0.313619	
1000	0.298000	3.517826	1000	0.298000	0.298000	0.313588	
1000	0.323000	3.517826	1000	0.323000	0.323000	0.313606	
1000	0.310000	3.517826	1000	0.310000	0.310000	0.313599	
1000	0.317000	3.517826	1000	0.317000	0.317000	0.313606	
1000	0.288000	3.517826	1000	0.288000	0.288000	0.313556	
1000	0.336000	3.517826	1000	0.336000	0.336000	0.313600	
1000	0.301000	3.517826	1000	0.301000	0.301000	0.313576	
1000	0.325000	3.517826	1000	0.325000	0.325000	0.313597	
1000	0.282000	3.517826	1000	0.282000	0.282000	0.313537	
1000	0.347000	3.517826	1000	0.347000	0.347000	0.313601	
1000	0.295000	3.517826	1000	0.295000	0.295000	0.313565	
1000	0.339000	3.517826	1000	0.339000	0.339000	0.313614	
1000	0.321000	3.517826	1000	0.321000	0.321000	0.313628	
1000	0.302000	3.517826	1000	0.302000	0.302000	0.313606	
1000	0.308000	3.517826	1000	0.308000	0.308000	0.313595	
1000	0.311000	3.517826	1000	0.311000	0.311000	0.313590	
1000	0.330000	3.517826	1000	0.330000	0.330000	0.313621	
1000	0.316000	3.517826	1000	0.316000	0.316000	0.313626	
1000	0.328000	3.517826	1000	0.328000	0.328000	0.313653	
1000	0.320000	3.517826	1000	0.320000	0.320000	0.313665	
1000	0.334000	3.517826	1000	0.334000	0.334000	0.313703	
1000	0.307000	3.517826	1000	0.307000	0.307000	0.313690	
1000	0.310000	3.517826	1000	0.310000	0.310000	0.313684	
1000	0.277000	3.517826	1000	0.277000	0.277000	0.313615	
1000	0.331000	3.517826	1000	0.331000	0.331000	0.313647	
1000	0.322000	3.517826	1000	0.322000	0.322000	0.313663	
1000	0.317000	3.517826	1000	0.317000	0.317000	0.313669	
1000	0.343000	3.517826	1000	0.343000	0.343000	0.313723	
1000	0.319000	3.517826	1000	0.319000	0.319000	0.313733	
1000	0.291000	3.517826	1000	0.291000	0.291000	0.313691	
1000	0.292000	3.517826	1000	0.292000	0.292000	0.313651	
1000	0.316000	3.517826	1000	0.316000	0.316000	0.313656	
1000	0.322000	3.517826	1000	0.322000	0.322000	0.313671	
1000	0.292000	3.517826	1000	0.292000	0.292000	0.313631	
1000	0.319000	3.517826	1000	0.319000	0.319000	0.313641	
1000	0.321000	3.517826	1000	0.321000	0.321000	0.313655	
1000	0.306000	3.517826	1000	0.306000	0.306000	0.313641	
1000	0.336000	3.517826	1000	0.336000	0.336000	0.313681	
1000	0.341000	3.517826	1000	0.341000	0.341000	0.313731	
1000	0.316000	3.517826	1000	0.316000	0.316000	0.313735	
1000	0.311000	3.517826	1000	0.311000	0.311000	0.313730	
1000	0.294000	3.517826	1000	0.294000	0.294000	0.313694	
1000	0.341000	3.517826	1000	0.341000	0.341000	0.313744	
1000	0.309000	3.517826	1000	0.309000	0.309000	0.313735	
1000	0.327000	3.517826	1000	0.327000	0.327000	0.313759	
1000	0.257000	3.517826	1000	0.257000	0.257000	0.313657	
1000	0.330000	3.517826	1000	0.330000	0.330000	0.313686	
1000	0.285000	3.517826	1000	0.285000	0.285000	0.313635	
1000	0.319000	3.517826	1000	0.319000	0.319000	0.313645	
1000	0.301000	3.517826	1000	0.301000	0.301000	0.313622	
1000	0.309000	3.517826	1000	0.309000	0.309000	0.313614	
1000	0.303000	3.517826	1000	0.303000	0.303000	0.313595	
1000	0.306000	3.517826	1000	0.306000	0.306000	0.313582	
1000	0.306000	3.517826	1000	0.306000	0.306000	0.313568	
1000	0.346000	3.517826	1000	0.346000	0.346000	0.313626	
1000	0.337000	3.517826	1000	0.337000	0.337000	0.313667	
1000	0.312000	3.517826	1000	0.312000	0.312000	0.313664	
1000	0.319000	3.517826	1000	0.319000	0.319000	0.313673	
1000	0.326000	3.517826	1000	0.326000	0.326000	0.313695	
1000	0.301000	3.517826	1000	0.301000	0.301000	0.313673	
1000	0.309000	3.517826	1000	0.309000	0.309000	0.313664	
1000	0.331000	3.517826	1000	0.331000	0.331000	0.313695	
1000	0.306000	3.517826	1000	0.306000	0.306000	0.313681	
1000	0.269000	3.517826	1000	0.269000	0.269000	0.313604	
1000	0.315000	3.517826	1000	0.315000	0.315000	0.313606	
1000	0.314000	3.517826	1000	0.314000	0.314000	0.313607	
1000	0.295000	3.517826	1000	0.295000	0.295000	0.313575	
1000	0.322000	3.517826	1000	0.322000	0.322000	0.313589	
1000	0.326000	3.517826	1000	0.326000	0.326000	0.313610	
1000	0.345000	3.517826	1000	0.345000	0.345000	0.313664	
1000	0.316000	3.517826	1000	0.316000	0.316000	0.313668	
1000	0.321000	3.517826	1000	0.321000	0.321000	0.313681	
1000	0.315000	3.517826	1000	0.315000	0.315000	0.313683	
1000	0.328000	3.517826	1000	0.328000	0.328000	0.313708	
1000	0.316000	3.517826	1000	0.316000	0.316000	0.313712	
1000	0.295000	3.517826	1000	0.295000	0.295000	0.313680	
1000	0.288000	3.517826	1000	0.288000	0.288000	0.313636	
1000	0.305000	3.517826	1000	0.305000	0.305000	0.313622	
1000	0.311000	3.517826	1000	0.311000	0.311000	0.313617	
1000	0.300000	3.517826	1000	0.300000	0.300000	0.313594	
1000	0.328000	3.517826	1000	0.328000	0.328000	0.313618	
1000	0.309000	3.517826	1000	0.309000	0.309000	0.313611	
1000	0.324000	3.517826	1000	0.324000	0.324000	0.313628	
1000	0.332000	3.517826	1000	0.332000	0.332000	0.313659	
1000	0.324000	3.517826	1000	0.324000	0.324000	0.313676	
1000	0.265000	3.517826	1000	0.265000	0.265000	0.313595	
1000	0.295000	3.517826	1000	0.295000	0.295000	0.313564	
1000	0.334000	3.517826	1000	0.334000	0.334000	0.313598	
1000	0.292000	3.517826	1000	0.292000	0.292000	0.313562	
1000	0.337000	3.517826	1000	0.337000	0.337000	0.313601	
1000	0.296000	3.517826	1000	0.296000	0.296000	0.313572	
1000	0.278000	3.517826	1000	0.278000	0.278000	0.313513	
1000	0.295000	3.517826	1000	0.295000	0.295000	0.313482	
1000	0.316000	3.517826	1000	0.316000	0.316000	0.313486	
1000	0.289000	3.517826	1000	0.289000	0.289000	0.313446	
1000	0.280000	3.517826	1000	0.280000	0.280000	0.313391	
1000	0.337000	3.517826	1000	0.337000	0.337000	0.313430	
1000	0.269000	3.517826	1000	0.269000	0.269000	0.313357	
1000	0.317000	3.517826	1000	0.317000	0.317000	0.313363	
1000	0.336000	3.517826	1000	0.336000	0.336000	0.313400	
1000	0.344000	3.517826	1000	0.344000	0.344000	0.313450	
1000	0.344000	3.517826	1000	0.344000	0.344000	0.313499	
1000	0.328000	3.517826	1000	0.328000	0.328000	0.313523	
1000	0.314000	3.517826	1000	0.314000	0.314000	0.313524	
1000	0.324000	3.517826	1000	0.324000	0.324000	0.313541	
1000	0.291000	3.517826	1000	0.291000	0.291000	0.313504	
1000	0.308000	3.517826	1000	0.308000	0.308000	0.313495	
1000	0.325000	3.517826	1000	0.325000	0.325000	0.313514	
1000	0.296000	3.517826	1000	0.296000	0.296000	0.313486	
1000	0.287000	3.517826	1000	0.287000	0.287000	0.313443	
1000	0.308000	3.517826	1000	0.308000	0.308000	0.313434	
1000	0.266000	3.517826	1000	0.266000	0.266000	0.313358	
1000	0.281000	3.517826	1000	0.281000	0.281000	0.313307	
1000	0.317000	3.517826	1000	0.317000	0.317000	0.313313	
1000	0.321000	3.517826	1000	0.321000	0.321000	0.313325	
1000	0.335000	3.517826	1000	0.335000	0.335000	0.313359	
1000	0.296000	3.517826	1000	0.296000	0.296000	0.313332	
1000	0.275000	3.517826	1000	0.275000	0.275000	0.313271	
1000	0.300000	3.517826	1000	0.300000	0.300000	0.313250	
1000	0.260000	3.517826	1000	0.260000	0.260000	0.313166	
1000	0.291000	3.517826	1000	0.291000	0.291000	0.313131	
1000	0.285000	3.517826	1000	0.285000	0.285000	0.313086	
1000	0.313000	3.517826	1000	0.313000	0.313000	0.313086	
1000	0.329000	3.517826	1000	0.329000	0.329000	0.313111	
1000	0.290000	3.517826	1000	0.290000	0.290000	0.313075	
1000	0.338000	3.517826	1000	0.338000	0.338000	0.313114	
1000	0.370000	3.517826	1000	0.370000	0.370000	0.313203	
1000	0.335000	3.517826	1000	0.335000	0.335000	0.313237	
1000	0.320000	3.517826	1000	0.320000	0.320000	0.313248	
1000	0.311000	3.517826	1000	0.311000	0.311000	0.313244	
1000	0.295000	3.517826	1000	0.295000	0.295000	0.313216	
1000	0.289000	3.517826	1000	0.289000	0.289000	0.313178	
1000	0.312000	3.517826	1000	0.312000	0.312000	0.313176	
1000	0.318000	3.517826	1000	0.318000	0.318000	0.313184	
1000	0.326000	3.517826	1000	0.326000	0.326000	0.313204	
1000	0.319000	3.517826	1000	0.319000	0.319000	0.313212	
1000	0.304000	3.517826	1000	0.304000	0.304000	0.313198	
1000	0.304000	3.517826	1000	0.304000	0.304000	0.313184	
1000	0.307000	3.517826	1000	0.307000	0.307000	0.313175	
1000	0.290000	3.517826	1000	0.290000	0.290000	0.313139	
1000	0.305000	3.517826	1000	0.305000	0.305000	0.313127	
1000	0.350000	3.517826	1000	0.350000	0.350000	0.313183	
1000	0.310000	3.517826	1000	0.310000	0.310000	0.313178	
1000	0.306000	3.517826	1000	0.306000	0.306000	0.313167	
1000	0.291000	3.517826	1000	0.291000	0.291000	0.313133	
1000	0.337000	3.517826	1000	0.337000	0.337000	0.313170	
1000	0.301000	3.517826	1000	0.301000	0.301000	0.313151	
1000	0.326000	3.517826	1000	0.326000	0.326000	0.313171	
1000	0.320000	3.517826	1000	0.320000	0.320000	0.313181	
1000	0.335000	3.517826	1000	0.335000	0.335000	0.313214	
1000	0.284000	3.517826	1000	0.284000	0.284000	0.313170	
1000	0.267000	3.517826	1000	0.267000	0.267000	0.313100	
1000	0.299000	3.517826	1000	0.299000	0.299000	0.313079	
1000	0.296000	3.517826	1000	0.296000	0.296000	0.313054	
1000	0.299000	3.517826	1000	0.299000	0.299000	0.313033	
1000	0.353000	3.517826	1000	0.353000	0.353000	0.313092	
1000	0.320000	3.517826	1000	0.320000	0.320000	0.313103	
1000	0.337000	3.517826	1000	0.337000	0.337000	0.313138	
1000	0.296000	3.517826	1000	0.296000	0.296000	0.313113	
1000	0.292000	3.517826	1000	0.292000	0.292000	0.313081	
1000	0.340000	3.517826	1000	0.340000	0.340000	0.313121	
1000	0.275000	3.517826	1000	0.275000	0.275000	0.313065	
1000	0.307000	3.517826	1000	0.307000	0.307000	0.313056	
1000	0.291000	3.517826	1000	0.291000	0.291000	0.313023	
1000	0.298000	3.517826	1000	0.298000	0.298000	0.313001	
1000	0.332000	3.517826	1000	0.332000	0.332000	0.313029	
1000	0.304000	3.517826	1000	0.304000	0.304000	0.313016	
1000	0.290000	3.517826	1000	0.290000	0.290000	0.312982	
1000	0.271000	3.517826	1000	0.271000	0.271000	0.312920	
1000	0.333000	3.517826	1000	0.333000	0.333000	0.312950	
1000	0.314000	3.517826	1000	0.314000	0.314000	0.312951	
1000	0.339000	3.517826	1000	0.339000	0.339000	0.312989	
1000	0.277000	3.517826	1000	0.277000	0.277000	0.312937	
1000	0.287000	3.517826	1000	0.287000	0.287000	0.312899	
1000	0.276000	3.517826	1000	0.276000	0.276000	0.312845	
1000	0.255000	3.517826	1000	0.255000	0.255000	0.312761	
1000	0.298000	3.517826	1000	0.298000	0.298000	0.312740	
1000	0.289000	3.517826	1000	0.289000	0.289000	0.312705	
1000	0.286000	3.517826	1000	0.286000	0.286000	0.312667	
1000	0.327000	3.517826	1000	0.327000	0.327000	0.312687	
1000	0.255000	3.517826	1000	0.255000	0.255000	0.312604	
1000	0.268000	3.517826	1000	0.268000	0.268000	0.312540	
1000	0.297000	3.517826	1000	0.297000	0.297000	0.312518	
1000	0.290000	3.517826	1000	0.290000	0.290000	0.312485	
1000	0.303000	3.517826	1000	0.303000	0.303000	0.312472	
1000	0.330000	3.517826	1000	0.330000	0.330000	0.312497	
1000	0.268000	3.517826	1000	0.268000	0.268000	0.312433	
1000	0.306000	3.517826	1000	0.306000	0.306000	0.312424	
1000	0.321000	3.517826	1000	0.321000	0.321000	0.312436	
1000	0.316000	3.517826	1000	0.316000	0.316000	0.312441	
1000	0.306000	3.517826	1000	0.306000	0.306000	0.312432	
1000	0.314000	3.517826	1000	0.314000	0.314000	0.312434	
1000	0.347000	3.517826	1000	0.347000	0.347000	0.312483	
1000	0.327000	3.517826	1000	0.327000	0.327000	0.312504	
1000	0.290000	3.517826	1000	0.290000	0.290000	0.312472	
1000	0.267000	3.517826	1000	0.267000	0.267000	0.312408	
1000	0.278000	3.517826	1000	0.278000	0.278000	0.312359	
1000	0.321000	3.517826	1000	0.321000	0.321000	0.312371	
1000	0.348000	3.517826	1000	0.348000	0.348000	0.312422	
1000	0.328000	3.517826	1000	0.328000	0.328000	0.312443	
1000	0.328000	3.517826	1000	0.328000	0.328000	0.312465	
1000	0.325000	3.517826	1000	0.325000	0.325000	0.312483	
1000	0.345000	3.517826	1000	0.345000	0.345000	0.312528	
1000	0.268000	3.517826	1000	0.268000	0.268000	0.312466	
1000	0.299000	3.517826	1000	0.299000	0.299000	0.312447	
1000	0.303000	3.517826	1000	0.303000	0.303000	0.312434	
1000	0.309000	3.517826	1000	0.309000	0.309000	0.312429	
1000	0.332000	3.517826	1000	0.332000	0.332000	0.312457	
1000	0.303000	3.517826	1000	0.303000	0.303000	0.312443	
1000	0.309000	3.517826	1000	0.309000	0.309000	0.312439	
1000	0.313000	3.517826	1000	0.313000	0.313000	0.312439	
1000	0.348000	3.517826	1000	0.348000	0.348000	0.312489	
1000	0.296000	3.517826	1000	0.296000	0.296000	0.312466	
1000	0.316000	3.517826	1000	0.316000	0.316000	0.312471	
1000	0.297000	3.517826	1000	0.297000	0.297000	0.312449	
1000	0.329000	3.517826	1000	0.329000	0.329000	0.312472	
1000	0.312000	3.517826	1000	0.312000	0.312000	0.312471	
1000	0.337000	3.517826	1000	0.337000	0.337000	0.312505	
1000	0.305000	3.517826	1000	0.305000	0.305000	0.312495	
1000	0.350000	3.517826	1000	0.350000	0.350000	0.312546	
1000	0.287000	3.517826	1000	0.287000	0.287000	0.312511	
1000	0.297000	3.517826	1000	0.297000	0.297000	0.312490	
1000	0.329000	3.517826	1000	0.329000	0.329000	0.312512	
1000	0.358000	3.517826	1000	0.358000	0.358000	0.312574	
1000	0.307000	3.517826	1000	0.307000	0.307000	0.312567	
1000	0.320000	3.517826	1000	0.320000	0.320000	0.312577	
1000	0.311000	3.517826	1000	0.311000	0.311000	0.312575	
1000	0.290000	3.517826	1000	0.290000	0.290000	0.312544	
1000	0.333000	3.517826	1000	0.333000	0.333000	0.312572	
1000	0.312000	3.517826	1000	0.312000	0.312000	0.312571	
1000	0.299000	3.517826	1000	0.299000	0.299000	0.312553	
1000	0.339000	3.517826	1000	0.339000	0.339000	0.312588	
1000	0.316000	3.517826	1000	0.316000	0.316000	0.312593	
1000	0.343000	3.517826	1000	0.343000	0.343000	0.312634	
1000	0.288000	3.517826	1000	0.288000	0.288000	0.312601	
1000	0.300000	3.517826	1000	0.300000	0.300000	0.312584	
1000	0.318000	3.517826	1000	0.318000	0.318000	0.312591	
1000	0.295000	3.517826	1000	0.295000	0.295000	0.312568	
1000	0.330000	3.517826	1000	0.330000	0.330000	0.312591	
1000	0.267000	3.517826	1000	0.267000	0.267000	0.312530	
1000	0.298000	3.517826	1000	0.298000	0.298000	0.312511	
1000	0.328000	3.517826	1000	0.328000	0.328000	0.312531	
1000	0.305000	3.517826	1000	0.305000	0.305000	0.312521	
1000	0.354000	3.517826	1000	0.354000	0.354000	0.312576	
1000	0.265000	3.517826	1000	0.265000	0.265000	0.312513	
1000	0.316000	3.517826	1000	0.316000	0.316000	0.312518	
1000	0.299000	3.517826	1000	0.299000	0.299000	0.312500	
1000	0.324000	3.517826	1000	0.324000	0.324000	0.312515	
1000	0.321000	3.517826	1000	0.321000	0.321000	0.312527	
1000	0.307000	3.517826	1000	0.307000	0.307000	0.312519	
1000	0.308000	3.517826	1000	0.308000	0.308000	0.312513	
1000	0.292000	3.517826	1000	0.292000	0.292000	0.312487	
1000	0.320000	3.517826	1000	0.320000	0.320000	0.312496	
1000	0.284000	3.517826	1000	0.284000	0.284000	0.312459	
1000	0.317000	3.517826	1000	0.317000	0.317000	0.312465	
1000	0.311000	3.517826	1000	0.311000	0.311000	0.312463	
1000	0.355000	3.517826	1000	0.355000	0.355000	0.312518	
1000	0.285000	3.517826	1000	0.285000	0.285000	0.312483	
1000	0.350000	3.517826	1000	0.350000	0.350000	0.312531	
1000	0.320000	3.517826	1000	0.320000	0.320000	0.312541	
1000	0.323000	3.517826	1000	0.323000	0.323000	0.312555	
1000	0.331000	3.517826	1000	0.331000	0.331000	0.312578	
1000	0.317000	3.517826	1000	0.317000	0.317000	0.312584	
1000	0.305000	3.517826	1000	0.305000	0.305000	0.312574	
1000	0.280000	3.517826	1000	0.280000	0.280000	0.312532	
1000	0.377000	3.517826	1000	0.377000	0.377000	0.312615	
1000	0.285000	3.517826	1000	0.285000	0.285000	0.312580	
1000	0.303000	3.517826	1000	0.303000	0.303000	0.312568	
1000	0.321000	3.517826	1000	0.321000	0.321000	0.312578	
1000	0.316000	3.517826	1000	0.316000	0.316000	0.312583	
1000	0.340000	3.517826	1000	0.340000	0.340000	0.312618	
1000	0.293000	3.517826	1000	0.293000	0.293000	0.312593	
1000	0.332000	3.517826	1000	0.332000	0.332000	0.312617	
1000	0.331000	3.517826	1000	0.331000	0.331000	0.312641	
1000	0.271000	3.517826	1000	0.271000	0.271000	0.312588	
1000	0.321000	3.517826	1000	0.321000	0.321000	0.312599	
1000	0.330000	3.517826	1000	0.330000	0.330000	0.312621	
1000	0.328000	3.517826	1000	0.328000	0.328000	0.312640	
1000	0.301000	3.517826	1000	0.301000	0.301000	0.312625	
1000	0.289000	3.517826	1000	0.289000	0.289000	0.312596	
1000	0.284000	3.517826	1000	0.284000	0.284000	0.312560	
1000	0.335000	3.517826	1000	0.335000	0.335000	0.312588	
1000	0.301000	3.517826	1000	0.301000	0.301000	0.312573	
1000	0.283000	3.517826	1000	0.283000	0.283000	0.312536	
1000	0.311000	3.517826	1000	0.311000	0.311000	0.312534	
1000	0.313000	3.517826	1000	0.313000	0.313000	0.312535	
1000	0.290000	3.517826	1000	0.290000	0.290000	0.312506	
1000	0.309000	3.517826	1000	0.309000	0.309000	0.312502	
1000	0.280000	3.517826	1000	0.280000	0.280000	0.312462	
1000	0.322000	3.517826	1000	0.322000	0.322000	0.312473	
1000	0.304000	3.517826	1000	0.304000	0.304000	0.312463	
1000	0.276000	3.517826	1000	0.276000	0.276000	0.312418	
1000	0.322000	3.517826	1000	0.322000	0.322000	0.312429	
1000	0.307000	3.517826	1000	0.307000	0.307000	0.312423	
1000	0.285000	3.517826	1000	0.285000	0.285000	0.312389	
1000	0.278000	3.517826	1000	0.278000	0.278000	0.312346	
1000	0.326000	3.517826	1000	0.326000	0.326000	0.312363	
1000	0.307000	3.517826	1000	0.307000	0.307000	0.312356	
1000	0.320000	3.517826	1000	0.320000	0.320000	0.312366	
1000	0.250000	3.517826	1000	0.250000	0.250000	0.312289	
1000	0.363000	3.517826	1000	0.363000	0.363000	0.312351	
1000	0.356000	3.517826	1000	0.356000	0.356000	0.312405	
1000	0.307000	3.517826	1000	0.307000	0.307000	0.312398	
1000	0.293000	3.517826	1000	0.293000	0.293000	0.312375	
1000	0.333000	3.517826	1000	0.333000	0.333000	0.312400	
1000	0.328000	3.517826	1000	0.328000	0.328000	0.312419	
1000	0.282000	3.517826	1000	0.282000	0.282000	0.312382	
1000	0.323000	3.517826	1000	0.323000	0.323000	0.312395	
1000	0.296000	3.517826	1000	0.296000	0.296000	0.312375	
1000	0.321000	3.517826	1000	0.321000	0.321000	0.312385	
1000	0.301000	3.517826	1000	0.301000	0.301000	0.312371	
1000	0.323000	3.517826	1000	0.323000	0.323000	0.312384	
1000	0.324000	3.517826	1000	0.324000	0.324000	0.312398	
1000	0.288000	3.517826	1000	0.288000	0.288000	0.312369	
1000	0.296000	3.517826	1000	0.296000	0.296000	0.312349	
1000	0.284000	3.517826	1000	0.284000	0.284000	0.312315	
1000	0.310000	3.517826	1000	0.310000	0.310000	0.312312	
1000	0.305000	3.517826	1000	0.305000	0.305000	0.312303	
1000	0.272000	3.517826	1000	0.272000	0.272000	0.312255	
1000	0.309000	3.517826	1000	0.309000	0.309000	0.312251	
1000	0.299000	3.517826	1000	0.299000	0.299000	0.312235	
1000	0.296000	3.517826	1000	0.296000	0.296000	0.312215	
1000	0.309000	3.517826	1000	0.309000	0.309000	0.312212	
1000	0.345000	3.517826	1000	0.345000	0.345000	0.312251	
1000	0.302000	3.517826	1000	0.302000	0.302000	0.312239	
1000	0.319000	3.517826	1000	0.319000	0.319000	0.312247	
1000	0.348000	3.517826	1000	0.348000	0.348000	0.312289	
1000	0.291000	3.517826	1000	0.291000	0.291000	0.312264	
1000	0.310000	3.517826	1000	0.310000	0.310000	0.312261	
1000	0.341000	3.517826	1000	0.341000	0.341000	0.312295	
1000	0.302000	3.517826	1000	0.302000	0.302000	0.312283	
1000	0.304000	3.517826	1000	0.304000	0.304000	0.312273	
1000	0.335000	3.517826	1000	0.335000	0.335000	0.312300	
1000	0.312000	3.517826	1000	0.312000	0.312000	0.312300	
1000	0.289000	3.517826	1000	0.289000	0.289000	0.312272	
1000	0.302000	3.517826	1000	0.302000	0.302000	0.312260	
1000	0.314000	3.517826	1000	0.314000	0.314000	0.312262	
1000	0.313000	3.517826	1000	0.313000	0.313000	0.312263	
1000	0.298000	3.517826	1000	0.298000	0.298000	0.312246	
1000	0.360000	3.517826	1000	0.360000	0.360000	0.312302	
1000	0.316000	3.517826	1000	0.316000	0.316000	0.312307	
1000	0.290000	3.517826	1000	0.290000	0.290000	0.312281	
1000	0.312000	3.517826	1000	0.312000	0.312000	0.312280	
1000	0.302000	3.517826	1000	0.302000	0.302000	0.312268	
1000	0.314000	3.517826	1000	0.314000	0.314000	0.312270	
1000	0.315000	3.517826	1000	0.315000	0.315000	0.312274	
1000	0.314000	3.517826	1000	0.314000	0.314000	0.312276	
1000	0.299000	3.517826	1000	0.299000	0.299000	0.312260	
1000	0.319000	3.517826	1000	0.319000	0.319000	0.312268	
1000	0.332000	3.517826	1000	0.332000	0.332000	0.312291	
1000	0.330000	3.517826	1000	0.330000	0.330000	0.312311	
1000	0.344000	3.517826	1000	0.344000	0.344000	0.312348	
1000	0.317000	3.517826	1000	0.317000	0.317000	0.312353	
1000	0.295000	3.517826	1000	0.295000	0.295000	0.312333	
1000	0.331000	3.517826	1000	0.331000	0.331000	0.312355	
1000	0.331000	3.517826	1000	0.331000	0.331000	0.312376	
1000	0.318000	3.517826	1000	0.318000	0.318000	0.312383	
1000	0.318000	3.517826	1000	0.318000	0.318000	0.312389	
1000	0.311000	3.517826	1000	0.311000	0.311000	0.312388	
1000	0.326000	3.517826	1000	0.326000	0.326000	0.312403	
1000	0.318000	3.517826	1000	0.318000	0.318000	0.312410	
1000	0.300000	3.517826	1000	0.300000	0.300000	0.312396	
1000	0.312000	3.517826	1000	0.312000	0.312000	0.312395	
