Rate	100.00
Rate Tried	% Accepted	Rates - Dev	Rates - Tried	Rates - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
1000	0.280000	3.517826	1000	0.280000	0.280000	0.312233	
1000	0.335000	3.517826	1000	0.335000	0.335000	0.312319	
1000	0.307000	3.517826	1000	0.307000	0.307000	0.312299	
1000	0.356000	3.517826	1000	0.356000	0.356000	0.312465	
1000	0.313000	3.517826	1000	0.313000	0.313000	0.312467	
1000	0.320000	3.517826	1000	0.320000	0.320000	0.312495	
1000	0.305000	3.517826	1000	0.305000	0.305000	0.312467	
1000	0.325000	3.517826	1000	0.325000	0.325000	0.312514	
1000	0.304000	3.517826	1000	0.304000	0.304000	0.312482	
1000	0.325000	3.517826	1000	0.325000	0.325000	0.312528	
1000	0.293000	3.517826	1000	0.293000	0.293000	0.312456	
1000	0.322000	3.517826	1000	0.322000	0.322000	0.312491	
1000	0.300000	3.517826	1000	0.300000	0.300000	0.312446	
1000	0.347000	3.517826	1000	0.347000	0.347000	0.312572	
1000	0.303000	3.517826	1000	0.303000	0.303000	0.312537	
1000	0.293000	3.517826	1000	0.293000	0.293000	0.312466	
1000	0.312000	3.517826	1000	0.312000	0.312000	0.312465	
1000	0.331000	3.517826	1000	0.331000	0.331000	0.312531	
1000	0.325000	3.517826	1000	0.325000	0.325000	0.312576	
1000	0.326000	3.517826	1000	0.326000	0.326000	0.312624	
1000	0.342000	3.517826	1000	0.342000	0.342000	0.312728	
1000	0.321000	3.517826	1000	0.321000	0.321000	0.312758	
1000	0.350000	3.517826	1000	0.350000	0.350000	0.312889	
1000	0.375000	3.517826	1000	0.375000	0.375000	0.313108	
1000	0.300000	3.517826	1000	0.300000	0.300000	0.313062	
1000	0.311000	3.517826	1000	0.311000	0.311000	0.313055	
1000	0.337000	3.517826	1000	0.337000	0.337000	0.313138	
1000	0.298000	3.517826	1000	0.298000	0.298000	0.313086	
1000	0.340000	3.517826	1000	0.340000	0.340000	0.313179	
1000	0.308000	3.517826	1000	0.308000	0.308000	0.313161	
1000	0.298000	3.517826	1000	0.298000	0.298000	0.313109	
1000	0.314000	3.517826	1000	0.314000	0.314000	0.313112	
1000	0.329000	3.517826	1000	0.329000	0.329000	0.313166	
1000	0.332000	3.517826	1000	0.332000	0.332000	0.313230	
1000	0.335000	3.517826	1000	0.335000	0.335000	0.313304	
1000	0.315000	3.517826	1000	0.315000	0.315000	0.313310	
1000	0.333000	3.517826	1000	0.333000	0.333000	0.313376	
1000	0.319000	3.517826	1000	0.319000	0.319000	0.313395	
1000	0.350000	3.517826	1000	0.350000	0.350000	0.313517	
1000	0.303000	3.517826	1000	0.303000	0.303000	0.313482	
1000	0.307000	3.517826	1000	0.307000	0.307000	0.313461	
1000	0.289000	3.517826	1000	0.289000	0.289000	0.313380	
1000	0.346000	3.517826	1000	0.346000	0.346000	0.313487	
1000	0.323000	3.517826	1000	0.323000	0.323000	0.313519	
1000	0.300000	3.517826	1000	0.300000	0.300000	0.313474	
1000	0.316000	3.517826	1000	0.316000	0.316000	0.313483	
1000	0.288000	3.517826	1000	0.288000	0.288000	0.313400	
1000	0.282000	3.517826	1000	0.282000	0.282000	0.313298	
1000	0.296000	3.517826	1000	0.296000	0.296000	0.313242	
1000	0.341000	3.517826	1000	0.341000	0.341000	0.313331	
1000	0.299000	3.517826	1000	0.299000	0.299000	0.313285	
1000	0.325000	3.517826	1000	0.325000	0.325000	0.313323	
1000	0.298000	3.517826	1000	0.298000	0.298000	0.313274	
1000	0.324000	3.517826	1000	0.324000	0.324000	0.313308	
1000	0.310000	3.517826	1000	0.310000	0.310000	0.313297	
1000	0.309000	3.517826	1000	0.309000	0.309000	0.313284	
1000	0.340000	3.517826	1000	0.340000	0.340000	0.313368	
1000	0.292000	3.517826	1000	0.292000	0.292000	0.313301	
1000	0.313000	3.517826	1000	0.313000	0.313000	0.313300	
1000	0.302000	3.517826	1000	0.302000	0.302000	0.313265	
1000	0.297000	3.517826	1000	0.297000	0.297000	0.313214	
1000	0.297000	3.517826	1000	0.297000	0.297000	0.313164	
1000	0.320000	3.517826	1000	0.320000	0.320000	0.313185	
1000	0.315000	3.517826	1000	0.315000	0.315000	0.313190	
1000	0.362000	3.517826	1000	0.362000	0.362000	0.313341	
1000	0.292000	3.517826	1000	0.292000	0.292000	0.313275	
1000	0.316000	3.517826	1000	0.316000	0.316000	0.313283	
1000	0.257000	3.517826	1000	0.257000	0.257000	0.313112	
1000	0.283000	3.517826	1000	0.283000	0.283000	0.313020	
1000	0.330000	3.517826	1000	0.330000	0.330000	0.313072	
1000	0.312000	3.517826	1000	0.312000	0.312000	0.313069	
1000	0.301000	3.517826	1000	0.301000	0.301000	0.313032	
1000	0.330000	3.517826	1000	0.330000	0.330000	0.313083	
1000	0.322000	3.517826	1000	0.322000	0.322000	0.313110	
1000	0.306000	3.517826	1000	0.306000	0.306000	0.313089	
1000	0.331000	3.517826	1000	0.331000	0.331000	0.313142	
1000	0.383000	3.517826	1000	0.383000	0.383000	0.313349	
1000	0.337000	3.517826	1000	0.337000	0.337000	0.313419	
1000	0.310000	3.517826	1000	0.310000	0.310000	0.313409	
1000	0.319000	3.517826	1000	0.319000	0.319000	0.313426	
1000	0.321000	3.517826	1000	0.321000	0.321000	0.313448	
1000	0.284000	3.517826	1000	0.284000	0.284000	0.313362	
1000	0.303000	3.517826	1000	0.303000	0.303000	0.313331	
1000	0.297000	3.517826	1000	0.297000	0.297000	0.313284	
1000	0.318000	3.517826	1000	0.318000	0.318000	0.313298	
1000	0.293000	3.517826	1000	0.293000	0.293000	0.313239	
1000	0.338000	3.517826	1000	0.338000	0.338000	0.313310	
1000	0.280000	3.517826	1000	0.280000	0.280000	0.313215	
1000	0.300000	3.517826	1000	0.300000	0.300000	0.313177	
1000	0.314000	3.517826	1000	0.314000	0.314000	0.313179	
1000	0.307000	3.517826	1000	0.307000	0.307000	0.313162	
1000	0.342000	3.517826	1000	0.342000	0.342000	0.313243	
1000	0.325000	3.517826	1000	0.325000	0.325000	0.313277	
1000	0.292000	3.517826	1000	0.292000	0.292000	0.313217	
1000	0.305000	3.517826	1000	0.305000	0.305000	0.313193	
1000	0.312000	3.517826	1000	0.312000	0.312000	0.313190	
1000	0.306000	3.517826	1000	0.306000	0.306000	0.313170	
1000	0.326000	3.517826	1000	0.326000	0.326000	0.313206	
1000	0.379000	3.517826	1000	0.379000	0.379000	0.313389	
1000	0.322000	3.517826	1000	0.322000	0.322000	0.313413	
1000	0.282000	3.517826	1000	0.282000	0.282000	0.313326	
1000	0.337000	3.517826	1000	0.337000	0.337000	0.313391	
1000	0.295000	3.517826	1000	0.295000	0.295000	0.313341	
1000	0.336000	3.517826	1000	0.336000	0.336000	0.313403	
1000	0.238000	3.517826	1000	0.238000	0.238000	0.313196	
1000	0.339000	3.517826	1000	0.339000	0.339000	0.313267	
1000	0.277000	3.517826	1000	0.277000	0.277000	0.313168	
1000	0.303000	3.517826	1000	0.303000	0.303000	0.313140	
1000	0.306000	3.517826	1000	0.306000	0.306000	0.313121	
1000	0.331000	3.517826	1000	0.331000	0.331000	0.313169	
1000	0.301000	3.517826	1000	0.301000	0.301000	0.313137	
1000	0.306000	3.517826	1000	0.306000	0.306000	0.313117	
1000	0.313000	3.517826	1000	0.313000	0.313000	0.313117	
1000	0.332000	3.517826	1000	0.332000	0.332000	0.313168	
1000	0.290000	3.517826	1000	0.290000	0.290000	0.313106	
1000	0.356000	3.517826	1000	0.356000	0.356000	0.313220	
1000	0.302000	3.517826	1000	0.302000	0.302000	0.313190	
1000	0.333000	3.517826	1000	0.333000	0.333000	0.313243	
1000	0.337000	3.517826	1000	0.337000	0.337000	0.313305	
1000	0.323000	3.517826	1000	0.323000	0.323000	0.313331	
1000	0.345000	3.517826	1000	0.345000	0.345000	0.313414	
1000	0.309000	3.517826	1000	0.309000	0.309000	0.313402	
1000	0.308000	3.517826	1000	0.308000	0.308000	0.313388	
1000	0.304000	3.517826	1000	0.304000	0.304000	0.313364	
1000	0.325000	3.517826	1000	0.325000	0.325000	0.313394	
1000	0.343000	3.517826	1000	0.343000	0.343000	0.313471	
1000	0.300000	3.517826	1000	0.300000	0.300000	0.313436	
1000	0.339000	3.517826	1000	0.339000	0.339000	0.313502	
1000	0.300000	3.517826	1000	0.300000	0.300000	0.313467	
1000	0.323000	3.517826	1000	0.323000	0.323000	0.313492	
1000	0.299000	3.517826	1000	0.299000	0.299000	0.313454	
1000	0.327000	3.517826	1000	0.327000	0.327000	0.313489	
1000	0.322000	3.517826	1000	0.322000	0.322000	0.313511	
1000	0.312000	3.517826	1000	0.312000	0.312000	0.313507	
1000	0.312000	3.517826	1000	0.312000	0.312000	0.313503	
1000	0.301000	3.517826	1000	0.301000	0.301000	0.313471	
1000	0.306000	3.517826	1000	0.306000	0.306000	0.313453	
1000	0.331000	3.517826	1000	0.331000	0.331000	0.313497	
1000	0.289000	3.517826	1000	0.289000	0.289000	0.313435	
1000	0.281000	3.517826	1000	0.281000	0.281000	0.313354	
1000	0.317000	3.517826	1000	0.317000	0.317000	0.313363	
1000	0.300000	3.517826	1000	0.300000	0.300000	0.313330	
1000	0.292000	3.517826	1000	0.292000	0.292000	0.313277	
1000	0.316000	3.517826	1000	0.316000	0.316000	0.313284	
1000	0.330000	3.517826	1000	0.330000	0.330000	0.313325	
1000	0.328000	3.517826	1000	0.328000	0.328000	0.313361	
1000	0.305000	3.517826	1000	0.305000	0.305000	0.313341	
1000	0.300000	3.517826	1000	0.300000	0.300000	0.313308	
1000	0.311000	3.517826	1000	0.311000	0.311000	0.313302	
1000	0.269000	3.517826	1000	0.269000	0.269000	0.313194	
1000	0.305000	3.517826	1000	0.305000	0.305000	0.313174	
1000	0.340000	3.517826	1000	0.340000	0.340000	0.313240	
1000	0.288000	3.517826	1000	0.288000	0.288000	0.313178	
1000	0.324000	3.517826	1000	0.324000	0.324000	0.313205	
1000	0.348000	3.517826	1000	0.348000	0.348000	0.313288	
1000	0.340000	3.517826	1000	0.340000	0.340000	0.313353	
1000	0.318000	3.517826	1000	0.318000	0.318000	0.313364	
1000	0.311000	3.517826	1000	0.311000	0.311000	0.313358	
1000	0.308000	3.517826	1000	0.308000	0.308000	0.313345	
1000	0.296000	3.517826	1000	0.296000	0.296000	0.313304	
1000	0.313000	3.517826	1000	0.313000	0.313000	0.313303	
1000	0.354000	3.517826	1000	0.354000	0.354000	0.313400	
1000	0.331000	3.517826	1000	0.331000	0.331000	0.313441	
1000	0.266000	3.517826	1000	0.266000	0.266000	0.313329	
1000	0.263000	3.517826	1000	0.263000	0.263000	0.313211	
1000	0.296000	3.517826	1000	0.296000	0.296000	0.313171	
1000	0.315000	3.517826	1000	0.315000	0.315000	0.313175	
1000	0.310000	3.517826	1000	0.310000	0.310000	0.313167	
1000	0.299000	3.517826	1000	0.299000	0.299000	0.313134	
1000	0.289000	3.517826	1000	0.289000	0.289000	0.313078	
1000	0.283000	3.517826	1000	0.283000	0.283000	0.313009	
1000	0.278000	3.517826	1000	0.278000	0.278000	0.312928	
1000	0.361000	3.517826	1000	0.361000	0.361000	0.313039	
1000	0.373000	3.517826	1000	0.373000	0.373000	0.313177	
1000	0.301000	3.517826	1000	0.301000	0.301000	0.313149	
1000	0.328000	3.517826	1000	0.328000	0.328000	0.313183	
1000	0.333000	3.517826	1000	0.333000	0.333000	0.313228	
1000	0.326000	3.517826	1000	0.326000	0.326000	0.313257	
1000	0.265000	3.517826	1000	0.265000	0.265000	0.313147	
1000	0.308000	3.517826	1000	0.308000	0.308000	0.313136	
